item_id,element_name,en,es,de,fr,nl
parent_survey_child_370,ChildJukesItems,Your child easily agrees to do tasks or errands.,Su niño(a) acepta fácilmente hacer tareas o mandados.,"Ihr Kind erklärt sich leicht bereit, Aufgaben oder Besorgungen zu erledigen.",,
parent_survey_child_371,ChildJukesItems,Your child willingly follows instructions.,Su niño(a) sigue las instrucciones con buena voluntad.,Ihr Kind folgt bereitwillig Anweisungen.,,
parent_survey_child_372,ChildJukesItems,"When your child is directed to complete a task, they do it enthusiastically.","Cuando a su niño(a) se le pide que haga una tarea, la hace con entusiasmo.","Wenn Ihr Kind angewiesen wird, eine Aufgabe zu erledigen, tut es dies mit Begeisterung.",,
parent_survey_child_373,ChildJukesItems,"When your child is sent to complete an errand, they return on time. (if this item does not apply to your child, please leave it blank)","Cuando a su niño(a) se le pide hacer un mandado, regresa a tiempo. (si este punto no se aplica a su niño(a), déjelo en blanco)","Wenn Ihr Kind eine Besorgung machen soll, kommt es pünktlich zurück. (wenn dieser Punkt nicht auf Ihr Kind zutrifft, lassen Sie ihn bitte frei)",,
parent_survey_child_374,ChildJukesItems,"If your child is told to do a chore, they do it.","Si se le pide su niño(a) que haga una tarea, la hace.","Wenn Ihr Kind aufgefordert wird, eine Aufgabe zu erledigen, tut es das auch.",,
parent_survey_child_375,ChildJukesItems,Your child is respectful towards adults.,Su niño(a) es respetuoso con los adultos.,Ihr Kind ist respektvoll gegenüber Erwachsenen.,,
parent_survey_child_376,ChildFriends,"Compared to other children their age, how much difficulty does your child have making or keeping friends?","En comparación con otros niños(as) de su edad, ¿cuánta dificultad tiene su niño(a) para hacer amigos y mantener las amistades?","Wie schwierig ist es für Ihr Kind im Vergleich zu anderen Kindern in seinem Alter, Freunde zu finden oder zu behalten?",,
parent_survey_child_377,ChildFriends,No difficulty,Ninguna dificultad,Keine Schwierigkeit,,
parent_survey_child_378,ChildFriends,A little difficulty,Un poco de dificultad,Ein wenig schwierig,,
parent_survey_child_379,ChildFriends,A lot of difficulty,Mucha dificultad,Sehr schwierig,,
parent_survey_child_380,ChildBullied,"DURING THE <b>PAST 12 MONTHS</b>, how often was your child bullied, picked on, or excluded by other children? If the frequency changed throughout the year, report the highest frequency.","DURANTE <b>LOS ÚLTIMOS 12 MESES</b>, ¿con qué frecuencia fue víctima su niño(a)  de acoso escolar, burlas o rechazo por parte de otros niños(as)? Si la frecuencia ha cambió durante el año, reporte según el momento en el que sucedió con más frecuencia.","Wie oft wurde Ihr Kind <b>IN DEN LETZTEN 12 MONATEN</b> von anderen Kindern schikaniert, gehänselt oder ausgeschlossen? Wenn sich die Häufigkeit im Laufe des Jahres geändert hat, geben Sie die höchste Häufigkeit an.",,
parent_survey_child_381,ChildBullied,Never (in the past 12 months),Nunca (en los últimos 12 meses),Nie (in den letzten 12 Monaten),,
parent_survey_child_382,ChildBullied,1 - 2 times (in the past 12 months),1 ó 2 veces (en los últimos 12 meses),1-2 Mal (in den letzten 12 Monaten),,
parent_survey_child_383,ChildBullied,1 - 2 times per month,1 ó 2 veces por mes,1-2 Mal pro Monat,,
parent_survey_child_384,ChildBullied,1 - 2 times per week,1 ó 2 veces por semana,1-2 Mal pro Woche,,
parent_survey_child_385,ChildBullied,Almost every day,Casi todos los días,Fast jeden Tag,,
parent_survey_child_386,ChildBullyOthers,"DURING THE <b>PAST 12 MONTHS</b>, how often did your child bully others, pick on them, or exclude them? If the frequency changed throughout the year, report the highest frequency.","DURANTE <b>LOS ÚLTIMOS 12 MESES</b>, ¿con qué frecuencia su niño(a) hostigó, se burló o excluyó a otros niños(as)? Si la frecuencia ha cambiado durante el año, reporte según el momento en el que sucedió con más frecuencia.","Wie oft hat Ihr Kind <b>IN DEN LETZTEN 12 MONATEN</b> andere Kinder schikaniert, gehänselt oder ausgeschlossen? Wenn sich die Häufigkeit im Laufe des Jahres geändert hat, geben Sie die höchste Häufigkeit an.",,
parent_survey_child_387,ChildBullyOthers,Never (in the past 12 months),Nunca (en los últimos 12 meses),Nie (in den letzten 12 Monaten),,
parent_survey_child_388,ChildBullyOthers,1 - 2 times (in the past 12 months),1 ó 2 veces (en los últimos 12 meses),1-2 Mal (in den letzten 12 Monaten),,
parent_survey_child_389,ChildBullyOthers,1 - 2 times per month,1 ó 2 veces por mes,1-2 Mal pro Monat,,
parent_survey_child_390,ChildBullyOthers,1 - 2 times per week,1 ó 2 veces por semana,1-2 Mal pro Woche,,
parent_survey_child_391,ChildBullyOthers,Almost every day,Casi todos los días,Fast jeden Tag,,
parent_survey_child_392,CaregiverSectionIntro3,"<block><b><font face=""Verdana"" size=""4"">This section asks questions related to learning.","<block><b><font face=""Verdana"" size=""4"">Esta sección tiene preguntas que indagan por el aprendizaje.","<block><b><font face=""Verdana"" size=""4"">In diesem Abschnitt werden Fragen zum Thema Lernen gestellt.",,
parent_survey_child_393,ChildELSitems,"If your child is in primary/elementary school (first grade or higher), think about the time before they started primary/elementary school. If your child has not yet started primary/elementary school, think about what happens right now.
<br><br>
<b>How often did/do you or someone else in your home do the following activities with your child?</b>","Si su niño(a)  cursa actualmente un grado de primaria (primero o superior), piense en la época antes de que ingresar a grado primero. Si su niño(a) aún no ha ingresado a la primaria, piense en lo que ocurre actualmente.<br><br><b>¿Con qué frecuencia realizaba usted u otra persona de su hogar las siguientes actividades con él o ella?</b>","Wenn Ihr Kind in der Grundschule ist (erste Klasse oder höher), denken Sie an die Zeit vor der Einschulung. Wenn Ihr Kind noch nicht in der Grundschule ist, beziehen Sie sich auf die jetzige Situation.<br><br><b>Wie oft haben Sie oder jemand anderes bei Ihnen zu Hause die folgenden Aktivitäten mit Ihrem Kind unternommen?</b>?",,
parent_survey_child_394,ChildELSitems,Never or almost never,Nunca o casi nunca,Nie oder fast nie,,
parent_survey_child_395,ChildELSitems,Sometimes,A veces,Manchmal,,
parent_survey_child_396,ChildELSitems,Often,Con frecuencia,Oft,,
parent_survey_child_397,ChildELSitems,Read books,Leer libros,Bücher lesen,,
parent_survey_child_398,ChildELSitems,Tell stories,Contar historias,Geschichten erzählen,,
parent_survey_child_399,ChildELSitems,Sing songs,Cantar canciones,Lieder singen,,
parent_survey_child_400,ChildELSitems,"Play with alphabet toys (e.g., blocks with letters of the alphabet)","Jugar con juguetes del abecedario (por ejemplo, bloques con las letras del abecedario)",Mit Alphabet-Spielzeug spielen (z. B. Blöcke mit Buchstaben des Alphabets),,
parent_survey_child_401,ChildELSitems,Talk about things you had done,Hablar de lo que habían hecho,"Über Dinge sprechen, die Sie getan haben",,
parent_survey_child_402,ChildELSitems,Talk about what you had read,Hablar de lo que habían leído,"Über etwas sprechen, was Sie gelesen haben",,
parent_survey_child_403,ChildELSitems,Play word games,Jugar juegos de palabras,Wortspiele spielen,,
parent_survey_child_404,ChildELSitems,Write letters or words,Escribir letras o palabras,Buchstaben oder Wörter schreiben,,
parent_survey_child_405,ChildELSitems,Read aloud signs and labels,Leer en voz alta signos y etiquetas,Schilder und Etiketten laut lesen,,
parent_survey_child_406,ChildELSitems,Say counting rhymes or sing counting songs,Decir rimas sobre contar o cantar canciones para contar números,Zählreime sagen oder Zähllieder singen,,
parent_survey_child_407,ChildELSitems,"Play with number toys (e.g., blocks with numbers)","Jugar con juguetes con números (por ejemplo, bloques con números)",mit Zahlenspielzeug spielen (z. B. Blöcke mit Zahlen),,
parent_survey_child_408,ChildELSitems,Count different things,Contar cosas diferentes,Verschiedene Dinge zählen,,
parent_survey_child_409,ChildELSitems,"Play games involving shapes (e.g., shape sorting toys, puzzles)","Jugar con figuras geométricas (por ejemplo, juguetes para clasificar figuras, rompecabezas)","Spiele spielen, die Formen beinhalten (z. B. Spielzeug zum Sortieren von Formen, Puzzles)",,
parent_survey_child_410,ChildELSitems,Play with building blocks or construction toys,Jugar con bloques o juguetes de construcción,Mit Bauklötzen oder Konstruktionsspielzeug spielen,,
parent_survey_child_411,ChildELSitems,Play board or card games,Jugar juegos de mesa o juegos de cartas,Karten- oder Brettspiele spielen,,
parent_survey_child_412,ChildELSitems,Write numbers,Escribir números,Zahlen schreiben,,
parent_survey_child_413,ChildELSitems,Draw shapes,Dibujar figuras,Formen zeichnen,,
parent_survey_child_414,ChildELSitems,"Measure or weigh things (e.g., when cooking)","Medir o pesar cosas (por ejemplo, para cocinar)",Dinge messen oder wiegen (z. B. beim Kochen),,
parent_survey_child_415,ChildAttendEC,Did your child attend an early childhood education program or center for children <b>under age 3</b> before first grade?,¿Su niño(a) asistió a un programa de educación inicial o centro para niños <b>menores de 3 años</b> antes de ingresar a grado primero?,Hat Ihr Kind vor der ersten Klasse ein Programm zur frühkindlichen Erziehung oder ein Zentrum für Kinder <b>unter 3 Jahren</b> besucht?,,
parent_survey_child_416,ChildAttendEC,Yes,Sí,Ja,,
parent_survey_child_417,ChildAttendEC,No,,Nein,,
parent_survey_child_418,ChildAttendKinder,"Did your child attend a pre-primary educational program for children <b>age 3 or older</b>, <i>including kindergarten</i>, before first grade?",¿Su niño(a) asistió a un programa de educación preescolar para niños<b> a partir de los 3 años</b> antes de ingresar a grado primero <i>(incluído el kinder)</i>?,"Hat Ihr Kind vor der ersten Klasse eine vorschulische Bildungseinrichtung für Kinder <b>ab 3 Jahren</b>, <i>einschließlich Kindergarten</b>, besucht?",,
parent_survey_child_419,ChildAttendKinder,Yes,Sí,Ja,,
parent_survey_child_420,ChildAttendKinder,No,,Nein,,
parent_survey_child_421,ChildAttendECKinderTime,Approximately how long was your child in these programs <i>all together</i> (before first grade)?,"Aproximadamente, ¿cuánto tiempo estuvo su niño(a) en estos programas <i>en total</i>? (antes del grado primero)",Wie lange war Ihr Kind ungefähr <i>insgesamt</i> in diesen Programmen? (vor der ersten Klasse),,
parent_survey_child_422,ChildAttendECKinderTime,Did not attend,No asistió,Es hat nicht teilgenommen,,
parent_survey_child_423,ChildAttendECKinderTime,Less than 1 year,Menos de 1 año,Weniger als 1 Jahr,,
parent_survey_child_424,ChildAttendECKinderTime,1 year,1 año,1 Jahr,,
parent_survey_child_425,ChildAttendECKinderTime,2 years,2 años,2 Jahr,,
parent_survey_child_426,ChildAttendECKinderTime,3 years,3 años,3 Jahr,,
parent_survey_child_427,ChildAttendECKinderTime,4 years or more,4 años o más,4 Jahre oder mehr,,
parent_survey_child_428,ChildAttendPrimaryAge,How old was your child when he/she began the first grade of primary/elementary school?,¿Qué edad tenía su niño(a) cuando empezó el primer grado de escuela primaria?,"Wie alt war Ihr Kind, als es in die erste Klasse der Grundschule eingeschult wurde?",,
parent_survey_child_429,ChildAttendPrimaryAge,5 years old or younger,5 años o menos,5 Jahre alt oder jünger,,
parent_survey_child_430,ChildAttendPrimaryAge,6 years old,6 años,"6 Jahre alt,",,
parent_survey_child_431,ChildAttendPrimaryAge,7 years old,7 años,"7 Jahre alt,",,
parent_survey_child_432,ChildAttendPrimaryAge,8 years old or older,8 años o más,8 Jahre alt oder älter,,
parent_survey_child_433,ChildEdAchieve,How far in his/her education do you expect your child to go?,¿Cuál es nivel de educación más alto que usted espera que su niño(a) alcance?,"Was glauben Sie, welchen Bildungsabschluss wird ihr Kind voraussichtlich erreichen?",,
parent_survey_child_434,ChildEdAchieve,Less than high school,Primaria,Hauptschulabschluss,,
parent_survey_child_435,ChildEdAchieve,GED or high school equivalency,Bachillerato incompleto,Realschulabschluss,,
parent_survey_child_436,ChildEdAchieve,Some college but no degree,Bachillerato completo o validación del bachillerato académico,Ausbildung,,
parent_survey_child_437,ChildEdAchieve,High school diploma (or equivalent) plus technical training or certificate,"Pregrado, técnico o tecnólogo incompleto",niedriger als Abitur,,
parent_survey_child_438,ChildEdAchieve,Associate's degree,Programa técnico o tecnólogo completo,allgemeine oder fachgebundene Hochschulreife,,
parent_survey_child_439,ChildEdAchieve,Bachelor's degree,Pregrado completo,Bachelorabschluss,,
parent_survey_child_440,ChildEdAchieve,Master's degree,Maestría completo,Masterabschluss,,
parent_survey_child_441,ChildEdAchieve,Doctoral degree,Doctorado completo,Doktorgrad,,
parent_survey_child_442,ChildSchoolItems,How often does your child do the following:,Con qué frecuencia su niño(a) hace lo siguiente:,Wie oft macht Ihr Kind die folgenden Dinge:,,
parent_survey_child_443,ChildSchoolItems,Never,Nunca,Nie,,
parent_survey_child_444,ChildSchoolItems,Sometimes,A veces,Manchmal,,
parent_survey_child_445,ChildSchoolItems,Usually,Con frecuencia,Gewöhnlich,,
parent_survey_child_446,ChildSchoolItems,Always,Siempre,Immer,,
parent_survey_child_447,ChildSchoolItems,Show interest and curiosity in new topics at school?,¿Mostrar interés y curiosidad por aprender cosas nuevas?,Interesse und Neugierde an neuen Themen in der Schule zeigen?,,
parent_survey_child_448,ChildSchoolItems,Work to finish school-related tasks they start?,¿Trabajar para terminar las tareas del colegio que ha iniciado?,"Arbeiten, um angefangene schulische Aufgaben zu beenden?",,
parent_survey_child_449,ChildSchoolItems,Stay calm and in control when faced with an academic challenge?,¿Mantenerse tranquilo(a) y bajo control cuando enfrenta un reto académico?,"Ruhig bleiben und die Kontrolle behalten, wenn sie vor einer schulischen Herausforderung stehen?",,
parent_survey_child_450,ChildSchoolItems,Care about doing well in school?,¿Preocuparse por que le vaya bien en la escuela?,"Sich darum bemühen, gut in der Schule zu sein?",,
parent_survey_child_451,ChildSchoolItems,Do all required homework?,¿Cumplir con todas la tareas asignadas?,Alle erforderlichen Hausaufgaben machen?,,
parent_survey_child_452,ChildDeviceUse,"<b>ON MOST WEEKDAYS</b> (Monday-Friday), about how much time does your child spend in front of a TV, computer, cellphone, or other device watching programs, playing games, accessing the internet, or using social media? <i>Do not include time spent doing schoolwork.</i>","<b>DURANTE LOS DÍAS DE LA SEMANA</b> (lunes a viernes), ¿cuánto tiempo estima usted que pasa su niño(a) frente al televisor, la computadora, el teléfono celular u otro dispositivo electrónico viendo programas, jugando, navegando la internet o las redes sociales? <i>No incluya el tiempo dedicado a las tareas escolares.</i>","Wie viel Zeit hat Ihr Kind <b>AN DEN MEISTEN WOCHENTAGEN</b> (Montag-Freitag) vor dem Fernseher, Computer, Handy oder einem anderen Gerät verbracht, um sich Programme anzusehen, Spiele zu spielen, auf das Internet zuzugreifen oder Social Media zu nutzen? Berücksichtigen Sie nicht die Zeit, die sie mit Schularbeiten verbringen.",,
parent_survey_child_453,ChildDeviceUse,Less than 1 hour,Menos de 1 hora,Weniger als 1 Stunde,,
parent_survey_child_454,ChildDeviceUse,1 hour,1 hora,1 Stunde,,
parent_survey_child_455,ChildDeviceUse,2 hours,2 horas,2 Stunde,,
parent_survey_child_456,ChildDeviceUse,3 hours,3 horas,3 Stunde,,
parent_survey_child_457,ChildDeviceUse,4 or more hours,4 horas o más,4 oder mehr Stunden,,
parent_survey_child_458,ChildPhone,Does your child have a smartphone?,¿Su niño(a) tiene un teléfono inteligente?,Besitzt Ihr Kind ein Smartphone?,,
parent_survey_child_459,ChildPhone,Yes,Sí,Ja,,
parent_survey_child_460,ChildPhone,No,,Nein,,
parent_survey_child_461,ChildPhoneAge,"If yes, at what age did they get it?","En caso afirmativo, ¿a qué edad lo recibió?","Wenn ja, in welchem Alter hat es dies bekommen?",,
parent_survey_child_462,ChildPhoneAge,years of age,años,Lebensjahre,,
parent_survey_child_463,ChildSocialMedia,"Does your child have an account on any social media website such as Instagram, Tiktok, Meta, or others?","¿Tiene su niño(a) una cuenta en alguna red social como Instagram, Tiktok, Meta u otra?","Hat Ihr Kind ein Konto auf einer Social-Media-Website wie Instagram, Tiktok, Meta oder anderen Seiten?",,
parent_survey_child_464,ChildSocialMedia,Yes,Sí,Ja,,
parent_survey_child_465,ChildSocialMedia,No,,Nein,,
parent_survey_child_466,ChildEFQintro,"<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>
<b>3</b> = Mostly on their own (Brief reminders or support)<br><br>
<b>2</b> = Sometimes on their own (Regular reminders or moderate support needed)<br><br>
<b>1</b> = Not able on their own (Requires a lot of support)","<b>Nos interesa saber con qué frecuencia, de forma independiente, y facilidad su niño(a) despliega estos comportamientos cuando la ocasión lo requiere. Los niños que sobresalen en un comportamiento específico deberían recibir una calificación de 4 (la puntuación más alta). La mayoría de niños recibirán calificaciones de 3 ó 2. Quienes aún están en desarrollo y requieren mucho apoyo deberían recibir una calificación de 1.</b><br><br><b>4</b> = Siempre por sí mismo (no necesita apoyo) <br><br><b>3</b> = Generalmente por sí mismo (necesita poco apoyo o pocos recordatorios)<br><br><b>2</b> = A veces por sí mismo (necesita apoyo moderado o recordatorios con frecuencia)<br><br><b>1</b> = No puede por sí mismo (necesita mucho apoyo)","<b>Uns interessiert, wie oft, unabhängig und leicht Ihr Kind jedes Verhalten zeigt, wenn es erforderlich ist. Kinder, die ein bestimmtes Verhalten besonders gut beherrschen, sollten eine 4 (die höchste Bewertung) erhalten. Die meisten Kinder werden allerdings zwischen 3 und 2 liegen. Diejenigen, die sich noch in der Entwicklung befinden und viel Unterstützung brauchen, sollten die 1 erhalten.</b><br><br><b>4</b> = Immer allein (keine Unterstützung erforderlich)<b>3</b> = Meistens selbständig (kurze Erinnerung oder Unterstützung)<b>2</b> = Manchmal selbständig (regelmäßige Erinnerungen oder manchmal Unterstützung erforderlich)<b>1</b> = Nicht in der Lage, selbstständig zu sein (benötigt viel Unterstützung)",,
parent_survey_child_467,ChildEFQ1,<b>Pays attention when an adult is explaining or showing something<b/> (by listening carefully and/or watching with appropriate eye gaze/body orientation).,<b>Presta atención cuando un adulto está explicando o mostrando algo</b> (escuchando atentamente y observando la demostración del adulto con contacto visual y orientación corporal adecuadas).,"<b>Passt auf, wenn ein Erwachsener etwas erklärt oder zeigt</b> (hört aufmerksam zu und/oder folgt dem Erwachsenen mit Blick oder Körperhaltung).",,
parent_survey_child_468,ChildEFQ1,(4) Always on their own (No support needed),(4) Siempre por sí mismo (no necesita apoyo),(4) Immer allein (keine Unterstützung erforderlich),,
parent_survey_child_469,ChildEFQ1,(3) Mostly on their own (Brief reminders or support),(3) Generalmente por sí mismo (necesita poco apoyo o pocos recordatorios),(3) Meistens selbstständig (kurze Ermahnungen oder Unterstützung),,
parent_survey_child_470,ChildEFQ1,(2) Sometimes on their own (Regular reminders or moderate support needed),(2) A veces por sí mismo (necesita apoyo moderado o recordatorios con frecuencia),(2) Manchmal selbstständig (regelmäßige Erinnerungen oder manchmal Unterstützung erforderlich),,
parent_survey_child_471,ChildEFQ1,(1) Not able on their own (Requires a lot of support),(1) No puede por sí mismo (necesita mucho apoyo),"(1) Nicht in der Lage, selbstständig zu sein (benötigt viel Unterstützung)",,
parent_survey_child_472,ChildEFQ7,"<b>Ignores irrelevant activity/noise</b> (e.g., crying sibling, TV, outside traffic) <b>when working on an assigned task.</b>","<b>Ignora actividades y ruidos irrelevantes</b> (p. ej., el llanto de un hermano, la televisión, el tráfico) <b>cuando trabaja en una tarea asignada.</b>","<b>Ignoriert irrelevante Aktivitäten/Geräusche</b> (z. B. weinende Geschwister, Fernsehen, Verkehr draußen), <b>wenn es an einer zugewiesenen Aufgabe arbeitet.</b>",,
parent_survey_child_473,ChildEFQ12,"<b>Waits turn to speak</b> (e.g., does not interrupt others, does not blurt out answers, thinks before speaking).","<b>Espera su turno para hablar</b> (p. ej., no interrumpe a los demás, no apresura sus respuestas, piensa antes de hablar).","<b>Wartet, bis es an der Reihe ist</b> (z. B. unterbricht andere nicht, platzt nicht mit Antworten heraus, denkt nach, bevor es spricht).",,
parent_survey_child_474,ChildEFQ17,"<b>Completes activities that require multiple steps</b> (e.g., fetching multiple things in home or store/market, setting the table, cleaning a room by putting several things away).","<b>Concluye las actividades que requieren varios pasos</b> (p. ej., ir a buscar varias cosas a la casa o al mercado, poner la mesa, limpiar una habitación guardando varias cosas).","<b>Erledigt Tätigkeiten, die mehrere Schritte erfordern</b> (z. B. mehrere Dinge im Haus oder im Geschäft/Markt holen, den Tisch decken, ein Zimmer aufräumen, indem es mehrere Dinge wegräumt).",,
parent_survey_child_475,ChildEFQ23,"<b>Comes up with new ways for solving challenges</b> (e.g., repurposes materials or toys, comes up with a new way to build a tower or fort after it collapses, solves a puzzle in a new way, comes up with a new strategy to complete a chore).","<b>Inventa nuevas formas de resolver problemas</b> (p. ej., reutiliza materiales o juguetes, inventa una nueva forma de construir una torre o un castillo después de que se derrumba, resuelve un rompecabezas de una forma nueva, inventa una nueva estrategia para completar una tarea).","<b>Findet neue Wege, um Herausforderungen zu überwinden</b> (z. B. verwendet es Materialien oder Spielzeug wieder, findet einen neuen Weg, einen Turm oder eine Festung zu bauen, nachdem er zusammengebrochen ist, löst ein Rätsel auf neue Weise, findet eine neue Strategie, um eine Aufgabe zu erledigen).",,
parent_survey_child_476,ChildEFQ29,"<b>Identifies and gathers necessary materials before an activity</b> (e.g., finds appropriate coat, shoes, hat before going outside; gathers lunch box, homework, and backpack before going to school).","<b>Identifica y reúne los materiales necesarios antes de una actividad</b> (p. ej., busca el abrigo, los zapatos o el sombrero adecuados antes de salir a la calle; recoge la lonchera, las tareas y la mochila antes de ir al colegio).","<b>Identifiziert und sammelt die notwendigen Materialien vor einer Aktivität ein</b> (es findet z. B. einen passenden Mantel, Schuhe und eine Mütze, bevor es nach draußen geht; es sammelt seine Lunchbox, Hausaufgaben und seinen Rucksack ein, bevor es zur Schule geht).",,
parent_survey_child_477,ChildEFQ2,"<b>Finishes an assigned task that is repetitive</b> (e.g., picking up toys, putting away laundry).","<b>Concluye una tarea repetitiva asignada</b> (p. ej., recoger los juguetes, guardar la ropa).","<b>Erledigt eine zugewiesene Aufgabe, die sich wiederholt</b> (z. B. Spielzeug aufheben, Wäsche weglegen).",,
parent_survey_child_478,ChildEFQ8,<b>Completes an assigned task before moving to a next task.</b>,<b>Termina la tarea asignada antes de pasar a la siguiente.</b>,"<b>Erledigt eine zugewiesene Aufgabe, bevor er zur nächsten Aufgabe übergeht.</b>",,
parent_survey_child_479,ChildEFQ13,"<b>Stops an undesirable behavior when asked</b> (e.g., stops fighting with sibling when asked by parent, stops misbehaving in the household).","<b>Detiene un comportamiento indeseable cuando se lo piden</b> (p. ej., deja de pelearse con un hermano cuando se lo piden sus padres, deja de portarse mal en casa).","<b>Beendet ein unerwünschtes Verhalten, wenn es dazu aufgefordert wird</b> (hört z. B. auf, sich mit einem Geschwisterkind zu streiten, wenn es von den Eltern dazu aufgefordert wird, hört auf, sich im Haushalt schlecht zu benehmen).",,
parent_survey_child_480,ChildEFQ18,"<b>Completes activities that require remembering lengthy instructions</b> (e.g., rules of a game, household chores, cooking recipe).","<b>Completa actividades que requieren recordar instrucciones largas</b> (p. ej., reglas de un juego, tareas domésticas, receta de cocina).","<b>Erledigt Tätigkeiten, bei denen man sich längere Anweisungen merken muss</b> (z. B. Spielregeln, Hausarbeiten, Kochrezepte).",,
parent_survey_child_481,ChildEFQ24,"<b>Expresses themselves in a new way when not understood by others</b> (e.g., tries different ways to communicate their needs and wants).","<b>Se expresa de forma diferente cuando los demás no le entienden</b> (p. ej., intenta comunicar sus necesidades y deseos de distintas maneras).","<b>Drückt sich auf eine neue Art und Weise aus, wenn es von anderen nicht verstanden wird</b> (z. B. versucht es, seine Bedürfnisse und Wünsche auf unterschiedliche Art und Weise mitzuteilen).",,
parent_survey_child_482,ChildEFQ30,"<b>Creates a strategy or plan for completing a task</b> (e.g., chore, homework, puzzle).","<b>Crea una estrategia o un plan para completar una tarea</b> (p. ej., una tarea, los deberes, un rompecabezas).","<b>Erstellt eine Strategie oder einen Plan für die Erledigung einer Aufgabe</b> (z. B. Hausarbeit, Hausaufgaben, Puzzle).",,
parent_survey_child_483,ChildEFQ3,"<b>Remains focused and engaged during lengthy adult-led activities</b> (e.g., religious or performance event, family meal time) <b>by listening carefully and contributing when appropriate.</b>","<b>Se mantiene concentrado e involucrado durante las actividades prolongadas dirigidas por adultos</b> (p. ej., presentaciones o actos religiosos, comidas en familia), <b>escuchando atentamente y participando apropiadamente.</b>","<b>Bleibt während längerer, von Erwachsenen geleiteter Aktivitäten</b> (z. B. religiöse Veranstaltungen oder Aufführungen, Mahlzeiten in der Familie) <b>konzentriert und engagiert, indem es aufmerksam zuhört und gegebenenfalls teilnimmt, wenn es angemessen ist.</b>",,
parent_survey_child_484,ChildEFQ9,"<b>Regains focus/focuses again on an assigned task when interrupted</b> (e.g., family member asks an unrelated question or needs brief assistance).","<b>Recupera la concentración o vuelve a centrarse en una tarea asignada cuando se le interrumpe</b> (p. ej., un miembro de la familia hace una pregunta no relacionada o solicita ayuda).","<b>Fokussiert sich wieder auf eine zugewiesene Aufgabe, wenn es unterbrochen wird</b> (z. B. wenn ein Familienmitglied eine Frage stellt, die nichts mit der Aufgabe zu tun hat oder kurz Hilfe braucht).",,
parent_survey_child_485,ChildEFQ14,"<b>Stops playing or doing something fun when asked</b> (e.g., stops playing with friends when parent asks, stops watching TV when parent asks).","<b>Deja de jugar o de hacer algo divertido cuando se lo piden</b> (p. ej., deja de jugar con sus amigos o deja de ver la televisión cuando se lo piden sus padres).","<b>Hört auf zu spielen oder etwas zu tun, was ihm Spaß macht, wenn es darum gebeten wird</b> (hört z. B. auf, mit Freunden zu spielen, wenn die Eltern es verlangen, hört auf, fernzusehen, wenn die Eltern es verlangen).",,
parent_survey_child_486,ChildEFQ19,"<b>Communicates in an organized way</b> (e.g., retells the correct sequence of the events, explains how a game works so it is easy to understand).","<b>Se comunica de forma organizada</b> (p. ej., vuelve a contar la secuencia correcta de los acontecimientos, explica cómo funciona un juego para que sea fácil de entender).","<b>Kommuniziert auf organisierte Weise</b> (es erzählt z. B. die richtige Reihenfolge der Ereignisse, erklärt, wie ein Spiel funktioniert, so dass es leicht zu verstehen ist).",,
parent_survey_child_487,ChildEFQ25,"<b>Adjusts when plans/schedules change</b> (e.g., follows along when daily schedule changes, does not complain when unexpected sickness leads to canceling a family vacation).","<b>Se adapta cuando cambian los planes u horarios</b> (p. ej., se adapta cuando cambian los horarios, no se queja cuando una enfermedad inesperada obliga a cancelar las vacaciones familiares).","<b>Passt sich an, wenn sich Pläne/Zeitpläne ändern</b> (Es passt sich an, wenn sich z. B. der Tagesablauf ändert, beklagt sich nicht, wenn eine unerwartete Krankheit dazu führt, dass ein Familienurlaub abgesagt werden muss).",,
parent_survey_child_488,ChildEFQ31,"<b>Finishes tasks on time</b> (e.g., finishes homework on time and not at the last minute).","<b>Termina las tareas a tiempo</b> (p. ej., termina los deberes a tiempo y no en el último minuto).",<b>Erledigt Aufgaben pünktlich</b> (z. B. Hausaufgaben rechtzeitig und nicht in letzter Minute).,,
parent_survey_child_489,ChildEFQ4,"<b>Remains focused and engaged during collaborative child-led activities</b> (e.g., playing with siblings/peers).","<b>Se mantiene concentrado e involucrado durante las actividades de colaboración dirigidas por niños</b> (p. ej., jugando con sus hermanos o compañeros).","<b>Bleibt konzentriert und engagiert bei gemeinsamen Aktivitäten, die das Kind selbst anleitet</b> (z. B. beim Spielen mit Geschwistern oder anderen Kindern gleichen Alters).",,
parent_survey_child_490,ChildEFQ10,"<b>Ignores a preferred, fun activity</b> (e.g., playing) <b>when asked to complete an assigned task</b> (e.g., cleaning room).","<b>Ignora una actividad preferida y divertida</b> (p. ej., jugar) <b>cuando se le pide que complete una tarea asignada</b> (p. ej., limpiar la habitación).","<b>Ignoriert eine bevorzugte, lustige Aktivität</b> (z. B. Spielen), <b>wenn es aufgefordert wird, eine zugewiesene Aufgabe zu erledigen</b> (z. B. Zimmer aufräumen).",,
