"identifier","labels","text","en","es-CO","de","fr-CA","nl","de-CH","es-AR","en-GH"
"SelfLifeChanges41","parent_survey_family","Change to the marital status of your parents (remarriage).","Change to the marital status of your parents (remarriage).","Cambio de estado civil de sus padres (segundas nupcias).","Änderung des Ehestandes Ihrer Eltern (erneute Heirat).","Changement de l'état matrimonial de vos parents (remariage).","Verandering in burgerlijke staat van uw ouders (hertrouwen).","Änderung des Ehestandes Ihrer Eltern (erneute Heirat).","Cambio de estado civil de sus padres (segundas nupcias).","Status of parents got altered"
"SelfLifeChanges41","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges41","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges42","parent_survey_family","Separation from spouse (due to work).","Separation from spouse (due to work).","Separación del cónyuge (por motivos de trabajo).","Trennung vom Ehepartner (aus beruflichen Gründen).","Séparation avec le conjoint (en raison du travail).","Scheiding van echtgenoot (door werk).","Trennung vom Ehepartner (aus beruflichen Gründen).","Separación del cónyuge (por motivos de trabajo).","Partner part time separated"
"SelfLifeChanges42","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges42","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges43","parent_survey_family","Separation from spouse (due to marital problems).","Separation from spouse (due to marital problems).","Separación del cónyuge (por problemas conyugales).","Trennung vom Ehepartner (aufgrund von Eheproblemen).","Séparation avec le conjoint (en raison de problèmes conjugaux).","Scheiding van echtgenoot (door huwelijksproblemen).","Trennung vom Ehepartner (aufgrund von Eheproblemen).","Separación del cónyuge (por problemas conyugales).","Partner part time separated"
"SelfLifeChanges43","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges43","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges44","parent_survey_family","Divorce.","Divorce.","Divorcio.","Scheidung.","Divorce.","Echtscheiding.","Scheidung.","Divorcio.","Divorce case settled."
"SelfLifeChanges44","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges44","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges45","parent_survey_family","Birth of a grandchild.","Birth of a grandchild.","Nacimiento de un nieto.","Geburt eines Enkelkindes.","Naissance d'un petit-enfant.","Geboorte van een kleinkind.","Geburt eines Enkelkindes.","Nacimiento de un nieto.","Grandchild was born."
"SelfLifeChanges45","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges45","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges46","parent_survey_family","Death of a spouse.","Death of a spouse.","Fallecimiento del cónyuge.","Tod eines Ehepartners.","Décès du conjoint.","Overlijden van een echtgenoot.","Tod eines Ehepartners.","Fallecimiento del cónyuge.","Partner dey meet heavenly line."
"SelfLifeChanges46","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges46","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges47","parent_survey_family","Death of other family member (child).","Death of other family member (child).","Fallecimiento de otro familiar (hijo o hija).","Tod eines anderen Familienmitglieds (Kind).","Décès d'un autre membre de la famille (enfant).","Overlijden van een ander familielid (kind).","Tod eines anderen Familienmitglieds (Kind).","Fallecimiento de otro familiar (hijo o hija).","Extended family child resting beyond-life doubt."
"SelfLifeChanges47","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges47","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges48","parent_survey_family","Death of other family member (brother or sister).","Death of other family member (brother or sister).","Fallecimiento de otro familiar (hermano o hermana).","Tod eines anderen Familienmitglieds (Bruder oder Schwester).","Décès d'un autre membre de la famille (frère ou sœur).","Overlijden van een ander familielid (broer of zus).","Tod eines anderen Familienmitglieds (Bruder oder Schwester).","Fallecimiento de otro familiar (hermano o hermana).","Extended family jnr. or sister pa happened to be stopped."
"SelfLifeChanges48","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges48","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges49","parent_survey_family","Death of other family member (parent).","Death of other family member (parent).","Fallecimiento de otro familiar (padre o madre).","Tod eines anderen Familienmitglieds (Elternteil).","Décès d'un autre membre de la famille (parent).","Overlijden van een ander familielid (ouder).","Tod eines anderen Familienmitglieds (Elternteil).","Fallecimiento de otro familiar (padre o madre).","Father go into shadow & quiet city."
"SelfLifeChanges49","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges49","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChangesPersonal","parent_survey_family","Personal and Social:","Personal and Social:","Personal y Social:","Persönlich und sozial:","Personnel et Social :","Persoonlijk en Sociaal:","Persönlich und sozial:","Personal y Social:","Personal and Social:"
"SelfLifeChanges50","parent_survey_family","Change in personal habits.","Change in personal habits.","Cambio de hábitos personales.","Änderung der persönlichen Gewohnheiten.","Changement dans les habitudes personnelles.","Verandering in persoonlijke gewoonten.","Änderung der persönlichen Gewohnheiten.","Cambio de hábitos personales.","Habitual mutation."
"SelfLifeChanges50","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges50","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges51","parent_survey_family","Beginning or ending school or college.","Beginning or ending school or college.","Inicio o culminación de escuela o universidad.","Beginn oder Ende der Schule oder des Studiums.","Début ou fin de l'école ou de l'université.","Beginnen of stoppen met school of opleiding.","Beginn oder Ende der Schule oder des Studiums.","Inicio o culminación de escuela o universidad.","A plan concerning academic enrollment or de-enrollment."
"SelfLifeChanges51","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges51","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges52","parent_survey_family","Change of school or college.","Change of school or college.","Cambio de colegio o universidad.","Schul- oder Hochschulwechsel.","Changement d'école ou d'université.","Verandering van school of opleiding.","Schul- oder Hochschulwechsel.","Cambio de colegio o universidad.","Institutes and lab benches adjusted generally."
"SelfLifeChanges52","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges52","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges53","parent_survey_family","Change in political beliefs.","Change in political beliefs.","Cambio de convicciones políticas.","Politische Überzeugung geändert.","Changement de convictions politiques.","Verandering in politieke overtuigingen.","Politische Überzeugung geändert.","Cambio de convicciones políticas.","Political legacy altered."
"SelfLifeChanges53","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges53","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges54","parent_survey_family","Change in religious beliefs.","Change in religious beliefs.","Cambio de creencias religiosas.","Religiöse Überzeugung geändert.","Changement de convictions religieuses.","Verandering in religieuze overtuigingen.","Religiöse Überzeugung geändert.","Cambio de creencias religiosas.","Faithful eye different order now."
"SelfLifeChanges54","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges54","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges55","parent_survey_family","Change in social activities.","Change in social activities.","Cambio de actividades sociales.","Änderung der sozialen Aktivitäten.","Changement dans les activités sociales.","Verandering in sociale activiteiten.","Änderung der sozialen Aktivitäten.","Cambio de actividades sociales.","For socialization"
"SelfLifeChanges55","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges55","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges56","parent_survey_family","Vacation.","Vacation.","Vacaciones.","Urlaub.","Vacances.","Vakantie.","Urlaub.","Vacaciones.","Taking time relax"
"SelfLifeChanges56","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges56","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges57","parent_survey_family","New","close","personal relationship.","New","close","personal relationship.","Nueva relación personal cercana.","Neue","enge"
"SelfLifeChanges57","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges57","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges58","parent_survey_family","Engagement to marry.","Engagement to marry.","Compromiso de matrimonio.","Verlobung und Heirat.","Fiançailles pour le mariage.","Verloving om te trouwen.","Verlobung und Heirat.","Compromiso de matrimonio.","Decide getting married."
"SelfLifeChanges58","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges58","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges59","parent_survey_family","Girlfriend or boyfriend problems.","Girlfriend or boyfriend problems.","Problemas con la novia o el novio.","Probleme mit der Freundin oder dem Freund.","Problèmes avec petit(e)-ami(e).","Problemen met vriend of vriendin.","Probleme mit der Freundin oder dem Freund.","Problemas con la novia o el novio.","Companion crisis day."
"SelfLifeChanges59","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges59","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges61","parent_survey_family","""""Falling out"""" of a close personal relationship.","""""Falling out"""" of a close personal relationship.","Se rompió una relación personal cercana.","""""Aussteigen"""" aus einer engen persönlichen Beziehung.","""""Rupture"""" d'une relation personnelle proche.","""""Uit elkaar gaan"""" van een nauwe persoonlijke relatie.","""""Aussteigen"""" aus einer engen persönlichen Beziehung.","Se rompió una relación personal cercana.","Personal ties powed."
"SelfLifeChanges61","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges61","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges62","parent_survey_family","An accident.","An accident.","Un accidente.","Ein Unfall.","Un accident.","Een ongeluk.","Ein Unfall.","Un accidente.","Incident with severity."
"SelfLifeChanges62","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges62","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges63","parent_survey_family","Minor violation of the law.","Minor violation of the law.","Infracción leve de la ley.","Geringfügiger Verstoß gegen das Gesetz.","Infraction mineure à la loi.","Kleine overtreding van de wet.","Geringfügiger Verstoß gegen das Gesetz.","Infracción leve de la ley.","Minor law infringement."
"SelfLifeChanges63","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges63","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges65","parent_survey_family","Death of a close friend.","Death of a close friend.","Muerte de un amigo cercano.","Tod eines engen Freundes.","Décès d'un ami proche.","Overlijden van een dierbare vriend.","Tod eines engen Freundes.","Muerte de un amigo cercano.","Paid bid farewell to a friend's company."
"SelfLifeChanges65","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges65","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges66","parent_survey_family","Major decision regarding your immediate future.","Major decision regarding your immediate future.","Decisión importante sobre su futuro inmediato.","Wichtige Entscheidung über Ihre unmittelbare Zukunft.","Décision majeure concernant votre avenir immédiat.","Belangrijke beslissing over uw nabije toekomst.","Wichtige Entscheidung über Ihre unmittelbare Zukunft.","Decisión importante sobre su futuro inmediato.","Outcome came from immediate life plans."
"SelfLifeChanges66","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges66","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges67","parent_survey_family","Major personal achievement.","Major personal achievement.","Mayor logro personal.","Großer persönlicher Erfolg.","Grande réalisation personnelle.","Grote persoonlijke prestatie.","Großer persönlicher Erfolg.","Mayor logro personal.","Personal success chapter."
"SelfLifeChanges67","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges67","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChangesFinancial","parent_survey_family","Financial:","Financial:","Financiera:","Finanzen:","Financier :","Financieel:","Finanzen:","Financiera:","Financial:"
"SelfLifeChanges68","parent_survey_family","Major change in finances (increased income).","Major change in finances (increased income).","Cambio importante en las finanzas (aumento de los ingresos).","Größere Veränderung der Finanzen (höheres Einkommen).","Changement majeur des finances (revenu accru).","Grote verandering in financiën (toegenomen inkomen).","Größere Veränderung der Finanzen (höheres Einkommen).","Cambio importante en las finanzas (aumento de los ingresos).","Finance balloon"
"SelfLifeChanges68","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges68","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges69","parent_survey_family","Major change in finances (decreased income).","Major change in finances (decreased income).","Cambio importante en las finanzas (disminución de ingresos).","Starke Veränderung der Finanzen (Einkommensrückgang).","Changement majeur des finances (revenu diminué).","Grote verandering in financiën (afgenomen inkomen).","Starke Veränderung der Finanzen (Einkommensrückgang).","Cambio importante en las finanzas (disminución de ingresos).","Finance go thin since earnings lower."
"SelfLifeChanges69","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges69","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges70","parent_survey_family","Major change in finances (investment and/or credit difficulties).","Major change in finances (investment and/or credit difficulties).","Cambio importante en las finanzas (dificultades de inversión y/o de crédito).","Größere Veränderung der Finanzen (Investitions- und/oder Kreditschwierigkeiten).","Changement majeur des finances (difficultés d'investissement et/ou de crédit).","Grote verandering in financiën (investerings- en/of kredietproblemen).","Größere Veränderung der Finanzen (Investitions- und/oder Kreditschwierigkeiten).","Cambio importante en las finanzas (dificultades de inversión y/o de crédito).","Too many challenges for saving or investing issues."
"SelfLifeChanges70","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges70","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges71","parent_survey_family","Loss or damage of personal property.","Loss or damage of personal property.","Pérdida o deterioro de bienes personales.","Verlust oder Beschädigung von persönlichem Eigentum.","Perte ou dommages de biens personnels.","Verlies of schade aan persoonlijke bezittingen.","Verlust oder Beschädigung von persönlichem Eigentum.","Pérdida o deterioro de bienes personales.","When possessions dey losses or seem messed up."
"SelfLifeChanges71","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges71","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges72","parent_survey_family","Moderate purchase.","Moderate purchase.","Compra moderada.","Mittelgroße Anschaffung.","Achat modéré.","Gematigde aankoop.","Mittelgroße Anschaffung.","Compra moderada.","Small scale buy."
"SelfLifeChanges72","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges72","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges73","parent_survey_family","Major purchase.","Major purchase.","Compra importante.","Größere Anschaffung.","Achat important.","Grote aankoop.","Größere Anschaffung.","Compra importante.","Big change purchase."
"SelfLifeChanges73","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges73","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfLifeChanges74","parent_survey_family","Foreclosure on a mortgage or loan.","Foreclosure on a mortgage or loan.","Ejecución de una hipoteca o préstamo.","Zwangsvollstreckung einer Hypothek oder eines Kredits.","Forclusion d'une hypothèque ou d'un prêt.","Beslaglegging op een hypotheek of lening.","Zwangsvollstreckung einer Hypothek oder eines Kredits.","Ejecución de una hipoteca o préstamo.","Loss of regular inflow as mortgage got exploded."
"SelfLifeChanges74","parent_survey_family","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"SelfLifeChanges74","parent_survey_family","No","No","No","No","No","No","No","No","No"
"SelfMcArthurCountry","parent_survey_family","<b>Instructions:</b> Think of this line as representing where people stand in the <i>country where you live</i>. To the <b>right</b> are the people who are the best off - those who have the most money","the most education","and the most respected jobs. To the <b>left</b> are the people who are the worst off - those who have the least money","the least education","the least respected jobs","or no job. The further to the right you are on the line","the closer you are to the people at the very top; the further to the left you are","the closer you are to the people at the very bottom.<br><b>Where would you place yourself on this line?</b><br>Move the slider to where you think you stand at this time in your life relative to other people in your country.","<b>Instructions:</b> Think of this line as representing where people stand in the <i>country where you live</i>. To the <b>right</b> are the people who are the best off - those who have the most money"
"SelfMcArthurCommunity","parent_survey_family","<b>Instructions:</b> Think of this line as representing where people stand in their <i>communities</i>. People define community in different ways; please define it in whatever way is most meaningful to you. To the <b>right</b> are people who have the highest standing in their community. To the <b>left</b> are the people who have the lowest standing in their community.<br><b>Where would you place yourself on this line?</b><br>Move the slider to where you think you stand at this time in your life relative to other people in your community.","<b>Instructions:</b> Think of this line as representing where people stand in their <i>communities</i>. People define community in different ways; please define it in whatever way is most meaningful to you. To the <b>right</b> are people who have the highest standing in their community. To the <b>left</b> are the people who have the lowest standing in their community.<br><b>Where would you place yourself on this line?</b><br>Move the slider to where you think you stand at this time in your life relative to other people in your community.","<b>Instrucciones:</b> Piense que esta línea representa la posición de las personas en sus <i>comunidades</i>. La gente define la comunidad de distintas maneras; por favor","piense en la definición que a usted le resulte más significativa. <b>A la derecha</b> están las personas que gozan de mayor prestigio en su comunidad. <b>A la izquierda</> están las personas que tienen menor prestigio en su comunidad.<br><b>¿Dónde se situaría en esta línea?</b><br>Mueve y ubique el círculo sobre la recta donde usted creas que encontrarse en este momento de su vida en relación con otras personas de su comunidad.","<b>Anweisungen:</b> Stellen Sie sich vor","dass diese Linie zeigt","wo die Menschen in ihren <i>Gemeinschaften</i> stehen. Menschen definieren Gemeinschaft auf unterschiedliche Weise; bitte definieren Sie sie so","wie es für Sie am sinnvollsten ist. Auf der <b>rechten</b> Seite stehen die Menschen","<b>Instructions:</b> Think of this line as representing where people stand in their <i>communities</i>. People define community in different ways; please define it in whatever way is most meaningful to you. To the <b>right</b> are people who have the highest standing in their community. To the <b>left</b> are the people who have the lowest standing in their community.<br><b>Where would you place yourself on this line?</b><br>Move the slider to where you think you stand at this time in your life relative to other people in your community."
"navigation.startSurvey","parent_survey_family","Start Survey","Start Survey","Start Survey","Start Survey","Start Survey","Start Survey","Start Survey","Start Survey","Start Survey"
"navigation.previous","parent_survey_family","Previous","Previous","Previous","Previous","Previous","Previous","Previous","Previous","Previous"
"navigation.next","parent_survey_family","Next","Next","Next","Next","Next","Next","Next","Next","Next"
"navigation.finish","parent_survey_family","Finish","Finish","Finish","Finish","Finish","Finish","Finish","Finish","Finish"
